target;aX;aY;aZ;gX;gY;gZ
0;0.032;0.216;1.031;-82.092;-50.598;22.095
0;-0.05;0.106;1.148;-54.382;-86.365;16.602
0;-0.131;-0.102;1.206;-38.33;-87.097;5.737
0;-0.322;-0.237;1.238;-37.231;-72.144;0.916
0;0.631;-0.594;2.387;26.794;-121.826;3.845
0;-0.049;0.266;2.929;88.318;-223.511;-1.16
0;-0.56;-0.342;2.314;18.677;-151.978;-33.142
0;-0.064;-0.071;1.067;-66.65;37.109;-40.527
0;0.03;0.155;0.285;-72.388;105.957;-19.165
0;0.078;0.12;0.302;-33.02;76.782;-14.221
0;0.123;-0.284;2.339;171.143;58.838;-41.138
0;0.256;-0.19;2.427;186.157;62.5;-20.081
0;0.374;-0.17;2.232;183.655;66.101;-18.738
0;0.52;-0.299;1.85;187.256;48.767;-25.574
0;0.484;-0.315;1.908;208.374;-0.061;-20.508
0;0.407;-0.285;1.907;221.008;-42.847;-14.954
0;0.325;-0.238;1.862;230.286;-66.04;-14.709
0;0.26;-0.083;1.673;236.206;-66.65;-23.193
0;0.189;0.061;1.549;251.953;-66.528;-28.259
0;0.176;0.071;1.443;275.452;-78.491;-23.376
0;0.151;-0.011;1.259;287.659;-82.092;-18.433
0;0.129;-0.058;1.08;289.124;-81.238;-18.005
0;0.135;-0.166;0.958;283.936;-77.026;-21.179
0;0.151;-0.17;0.805;269.592;-69.397;-28.564
0;0.128;-0.104;0.869;261.108;-66.528;-33.325
0;0.158;-0.067;0.786;260.803;-55.176;-34.912
0;0.175;-0.033;0.704;262.634;-40.588;-37.72
0;0.184;-0.14;0.593;260.559;-39.49;-38.147
0;0.157;-0.274;0.532;247.986;-50.293;-39.856
0;0.067;-0.26;0.514;233.093;-56.152;-47.241
0;0.024;-0.228;0.531;232.727;-55.176;-54.932
0;0.023;-0.239;0.428;240.967;-48.157;-60.608
0;0.004;-0.223;0.345;248.474;-39.49;-67.627
0;-0.027;-0.261;0.265;251.892;-34.119;-70.984
0;-0.126;-0.355;0.07;244.995;-31.189;-68.726
0;-0.272;-0.512;-0.015;230.408;-32.349;-65.674
0;-0.312;-0.637;-0.029;214.172;-31.86;-62.683
0;-0.264;-0.628;-0.002;201.172;-20.02;-60.425
0;-0.252;-0.626;-0.083;193.726;-5.92;-62.195
0;-0.246;-0.615;-0.173;189.392;-4.639;-66.772
0;-0.275;-0.517;-0.196;185.669;-10.315;-75.195
0;-0.297;-0.386;-0.29;184.692;-14.709;-84.778
0;-0.351;-0.287;-0.473;186.157;-22.461;-93.506
0;-0.449;-0.259;-0.613;187.256;-37.781;-98.999
0;-0.507;-0.213;-0.73;184.814;-49.072;-98.083
0;-0.544;-0.171;-0.962;179.504;-52.429;-95.337
0;-0.565;-0.164;-1.222;172.668;-63.293;-91.736
0;-0.559;-0.123;-1.477;167.48;-75.684;-85.938
0;-0.512;-0.097;-1.707;171.326;-82.947;-77.637
0;-0.701;-0.092;-1.892;166.077;-79.041;-59.143
0;-0.687;0.167;-2.161;145.02;-76.782;-38.33
0;-0.691;0.422;-2.305;103.638;-87.036;-30.823
0;-0.957;0.176;-2.177;55.176;-106.384;-40.161
0;-1.008;-0.212;-1.799;8.179;-119.202;-47.913
0;-0.908;-0.375;-1.535;-36.133;-102.417;-29.48
0;-0.721;-0.35;-1.298;-69.092;-68.97;-6.531
0;-0.623;-0.44;-1.119;-88.257;-39.612;4.517
0;-0.558;-0.57;-0.969;-95.52;-18.921;8.24
0;-0.497;-0.689;-0.821;-91.919;-1.526;11.536
0;-0.426;-0.726;-0.782;-88.013;18.372;13.855
0;-0.374;-0.758;-0.759;-89.539;31.494;13.367
0;-0.326;-0.74;-0.723;-95.642;35.706;11.536
0;-0.297;-0.718;-0.681;-106.445;30.396;9.155
0;-0.299;-0.693;-0.634;-117.676;17.883;5.127
0;-0.33;-0.656;-0.587;-122.498;6.042;1.099
0;-0.356;-0.598;-0.565;-121.704;3.479;-2.075
0;-0.368;-0.555;-0.582;-123.108;7.568;-4.456
0;-0.355;-0.518;-0.569;-130.432;12.756;-5.127
0;-0.348;-0.5;-0.541;-143.066;16.235;-5.798
0;-0.341;-0.507;-0.482;-157.349;18.066;-8.728
0;-0.323;-0.519;-0.411;-171.509;19.348;-13.611
0;-0.31;-0.542;-0.367;-181.763;21.912;-20.569
0;-0.314;-0.509;-0.247;-185.242;26.672;-29.114
0;-0.349;-0.365;-0.155;-182.007;38.635;-34.851
0;-0.398;-0.297;-0.091;-172.241;50.232;-33.508
0;-0.451;-0.27;-0.024;-165.649;60.059;-25.757
0;-0.495;-0.235;0.008;-166.809;72.571;-12.329
0;-0.503;-0.261;0.062;-173.523;82.703;3.296
0;-0.472;-0.296;0.123;-184.57;88.623;18.982
0;-0.433;-0.328;0.212;-195.312;91.919;30.396
0;-0.374;-0.377;0.284;-202.087;96.008;34.729
0;-0.306;-0.416;0.334;-205.322;102.478;32.532
0;-0.282;-0.43;0.422;-204.529;110.107;24.475
0;-0.265;-0.42;0.495;-197.632;121.216;15.564
0;-0.28;-0.423;0.531;-187.805;130.981;10.254
0;-0.295;-0.332;0.579;-179.993;134.277;13.184
0;-0.321;-0.258;0.597;-173.157;136.475;22.705
0;-0.313;-0.089;0.852;-171.021;134.583;39.307
0;-0.29;0.109;1.012;-177.917;126.77;60.242
0;-0.284;0.094;1.123;-186.707;113.892;83.313
0;-0.217;-0.05;1.294;-193.787;102.722;104.37
0;-0.106;-0.199;1.397;-203.369;94.36;117.615
0;-0.026;-0.319;1.563;-206.97;89.661;119.873
0;0.08;-0.487;1.725;-200.928;90.759;115.112
0;0.16;-0.643;1.76;-189.941;97.656;101.257
0;0.24;-0.783;1.677;-176.636;107.361;74.524
0;0.316;-0.827;1.568;-171.448;112.061;39.063
0;0.303;-0.82;1.463;-180.176;111.267;8.728
0;0.242;-0.937;1.229;-191.711;101.563;7.263
0;0.069;-0.925;1.458;-199.402;76.721;44.189
0;-0.103;-0.726;1.57;-231.812;74.951;97.9
0;-0.033;-0.393;1.605;-276.001;101.013;145.325
0;0.083;-0.134;1.632;-295.593;126.709;178.101
0;0.125;0.11;1.753;-286.133;141.663;193.115
0;0.382;0.376;1.094;-259.827;157.227;178.162
0;0.617;0.152;1.054;-209.045;104.98;147.949
0;0.241;0.277;1.159;-153.198;49.316;134.949
0;0.249;0.075;1.446;-130.371;16.113;104.37
0;0.313;0.148;1.377;-133.179;11.047;91.064
0;0.281;0.149;1.187;-134.583;13.184;88.135
0;0.322;0.078;1.162;-117.249;0.305;77.698
0;0.315;0.165;1.079;-88.501;-8.728;72.144
0;0.345;0.21;0.917;-73.792;-22.034;54.81
0;0.314;0.203;0.995;-50.598;-36.621;39.49
0;0.235;0.117;1.124;-38.208;-32.898;22.095
0;0.273;0.131;1.298;-31.311;-9.277;5.981
0;0.278;0.166;1.253;-25.757;21.973;-8.789
0;0.33;0.093;1.191;-13.367;41.016;-23.01
0;0.349;0.024;0.976;1.587;51.331;-36.682
0;0.327;0.054;0.519;13.977;42.114;-45.959
0;0.251;0.123;0.565;33.813;-12.268;-44.861
0;0.139;0.176;0.888;50.781;-85.083;-40.405
0;-0.005;0.145;0.965;52.063;-124.756;-41.321
0;-0.178;-0.098;1.079;53.162;-147.278;-43.518
0;-0.21;-0.138;1.237;50.293;-148.682;-33.997
0;-0.202;-0.115;1.475;46.265;-123.962;-22.644
0;-0.338;-0.338;1.381;42.542;-78.674;-20.63
0;-0.246;-0.015;1.46;13.733;-23.437;-13.977
0;-0.079;-0.21;1.106;-3.845;34.851;-18.982
0;-0.839;-0.476;-1.958;62.073;-93.689;-48.157
0;-0.901;-0.524;-1.866;23.254;-135.681;-36.194
0;-0.938;-0.544;-1.784;-9.094;-157.166;-17.09
0;-0.948;-0.645;-1.725;-23.621;-146.118;-0.061
0;-0.906;-0.756;-1.602;-34.119;-105.164;10.681
0;-0.808;-0.757;-1.411;-49.744;-45.776;18.127
0;-0.703;-0.712;-1.131;-63.171;9.094;24.353
0;-0.564;-0.688;-0.906;-72.571;50.171;30.457
0;-0.457;-0.779;-0.695;-81.543;74.036;35.217
0;-0.305;-0.825;-0.539;-91.492;81.787;39.917
0;-0.205;-0.81;-0.402;-100.769;71.35;40.771
0;-0.168;-0.836;-0.298;-106.384;49.683;35.217
0;-0.134;-0.813;-0.264;-107.788;29.968;26.794
0;-0.16;-0.789;-0.278;-108.826;15.137;17.212
0;-0.238;-0.765;-0.29;-108.948;3.113;9.033
0;-0.276;-0.727;-0.33;-109.558;-1.831;4.272
0;-0.312;-0.714;-0.359;-111.572;0.977;0.305
0;-0.314;-0.693;-0.389;-116.333;11.719;-3.113
0;-0.284;-0.69;-0.406;-126.77;26.733;-6.104
0;-0.242;-0.708;-0.388;-139.465;37.415;-8.057
0;-0.185;-0.701;-0.333;-151.489;44.556;-9.094
0;-0.162;-0.618;-0.256;-162.659;48.889;-11.536
0;-0.18;-0.503;-0.162;-169.8;50.171;-12.939
0;-0.193;-0.414;-0.027;-173.035;47.852;-13.367
0;-0.216;-0.365;0.056;-177.49;46.387;-16.052
0;-0.265;-0.228;0.124;-179.016;45.898;-19.348
0;-0.417;-0.128;0.312;-172.668;43.091;-15.686
0;-0.448;-0.136;0.406;-171.692;47.852;-7.446
0;-0.428;-0.159;0.441;-177.795;56.213;4.883
0;-0.371;-0.17;0.483;-184.509;56.274;17.883
0;-0.301;-0.258;0.574;-191.162;48.828;25.574
0;-0.209;-0.377;0.598;-200.195;44.067;26.428
0;-0.118;-0.457;0.643;-207.275;39.734;21.057
0;-0.051;-0.532;0.699;-209.412;36.316;9.216
0;0.022;-0.542;0.687;-208.069;35.828;-6.47
0;0.022;-0.422;0.7;-199.158;33.447;-21.851
0;-0.141;-0.234;0.793;-180.42;19.653;-26.733
0;-0.289;-0.088;0.965;-162.048;-1.587;-20.142
0;-0.336;0.008;1.106;-152.039;-12.939;-11.169
0;-0.452;0.054;1.267;-148.804;-8.606;-0.977
0;-0.488;0.021;1.318;-147.217;6.104;10.742
0;-0.395;-0.079;1.208;-151.367;28.381;16.541
0;-0.313;-0.196;1.125;-154.114;42.664;17.517
0;-0.251;-0.28;1.075;-150.208;44.922;13
0;-0.212;-0.401;1.087;-145.081;46.875;2.991
0;-0.154;-0.386;1.048;-142.822;53.162;-7.202
0;-0.081;-0.298;1.029;-136.719;57.434;-14.16
0;-0.014;-0.2;1.19;-120.178;57.373;-14.16
0;0.01;0.085;1.336;-105.286;62.073;-9.033
0;-0.274;0.246;1.598;-88.684;58.167;3.235
0;-0.459;0.246;1.999;-70.923;40.649;29.602
0;-0.36;0.171;2.168;-71.716;40.894;61.218
0;-0.15;-0.021;2.094;-89.783;58.289;80.933
0;0.092;-0.226;1.862;-106.873;62.866;80.566
0;0.205;-0.419;1.763;-109.924;35.034;66.223
0;0.197;-0.491;1.708;-99.915;-7.629;47.607
0;-0.038;-0.436;1.771;-84.778;-46.631;26.672
0;0.212;-0.39;1.011;-70.374;-63.965;2.502
0;0.018;-0.465;1.316;-52.002;-124.084;-12.39
0;-0.222;-0.268;1.212;-33.081;-122.009;-3.723
0;-0.149;-0.241;1.018;-27.222;-90.21;-9.521
0;-0.091;-0.251;0.853;-21.118;-49.744;-16.541
0;-0.132;-0.166;0.77;-18.677;-16.052;-9.521
0;-0.203;0.012;0.763;-23.071;8.728;2.136
0;-0.203;0.097;0.831;-31.555;25.818;6.592
0;-0.207;0.049;0.939;-41.26;34.241;10.986
0;-0.192;-0.02;1.078;-51.575;39.734;15.686
0;-0.182;-0.125;1.202;-59.998;50.72;10.986
0;-0.808;-0.664;3.022;-45.349;65.186;6.47
0;-0.231;-0.101;3.286;6.226;148.193;8.24
0;0.469;0.086;1.289;-12.512;215.698;-3.235
0;0.203;0.007;0.966;-12.817;100.586;-16.602
0;0.127;-0.571;0.789;35.522;12.756;-42.847
0;0.036;-0.439;0.422;62.805;-1.77;-21.179
0;0.017;-0.056;0.173;31.555;-12.329;-0.61
0;-0.038;-0.217;0.475;10.254;-43.518;-17.456
0;-0.15;-0.285;0.628;3.235;-38.33;-20.447
0;-0.293;-0.196;0.79;-6.714;-17.273;-5.066
0;-0.271;-0.21;1.045;-10.315;-1.282;2.747
0;-0.244;-0.186;1.405;-7.812;1.709;4.272
0;-0.249;-0.202;1.542;-1.221;9.155;-2.075
0;-0.155;-0.163;1.189;-2.625;27.161;-8.606
0;-0.152;-0.175;0.854;-3.54;23.315;-13.611
0;-0.171;-0.185;0.734;1.709;1.953;-12.207
0;-0.17;-0.226;0.727;3.235;-15.32;-8.972
0;-0.193;-0.238;0.879;3.296;-25.208;-2.563
0;-0.184;-0.214;0.993;1.465;-21.973;2.136
0;-0.167;-0.214;1.037;-0.793;-14.648;2.258
0;-0.175;-0.198;1.023;-1.282;-7.507;2.38
0;-0.15;-0.189;0.99;-3.479;-1.892;1.648
0;-0.121;-0.195;0.948;-6.897;0.916;-0.183
0;-0.104;-0.193;0.934;-9.766;-0.854;-1.038
0;-0.121;-0.189;0.951;-8.911;-5.31;-0.854
0;-0.137;-0.198;0.967;-6.287;-10.376;-0.305
0;-0.139;-0.228;0.963;-3.967;-14.16;0.244
0;-0.122;-0.222;0.951;-2.563;-15.015;1.404
0;-0.138;-0.193;0.961;-2.502;-12.878;1.648
0;-0.157;-0.17;0.984;-2.075;-7.935;1.221
0;-0.156;-0.17;0.991;-1.221;-1.831;0.427
0;-0.137;-0.177;0.978;-0.122;3.296;-0.305
0;-0.126;-0.184;0.965;0.854;4.944;-1.16
0;-0.132;-0.17;0.946;1.587;2.991;-1.953
0;-0.156;-0.17;0.95;1.648;-1.038;-2.197
0;-0.162;-0.166;0.948;0.732;-4.517;-1.587
0;-0.168;-0.157;0.955;-0.61;-7.202;-0.427
0;-0.174;-0.169;0.967;-0.732;-7.568;0.488
0;-0.166;-0.184;0.966;-1.221;-5.554;0.244
0;-0.167;-0.186;0.968;-1.709;-3.54;-0.61
0;-0.18;-0.19;0.96;-1.038;-2.014;-1.16
0;-0.177;-0.201;0.927;-1.282;-0.671;-1.099
0;-0.172;-0.194;0.928;-2.014;-0.916;-0.366
0;-0.167;-0.201;0.959;-1.526;-2.38;0.366
0;-0.155;-0.199;0.97;-0.488;-2.502;0.671
0;-0.153;-0.187;0.966;0;-2.686;0.671
0;-0.159;-0.18;0.976;0.305;-3.967;0.427
0;-0.165;-0.181;0.976;-0.122;-5.066;0.122
0;-0.161;-0.174;0.969;-0.671;-4.7;0.549
0;-0.151;-0.181;0.963;-1.16;-4.089;0.61
0;-0.143;-0.191;0.958;-1.282;-3.662;0.183
0;0.177;-0.309;2.368;49.194;72.449;47.302
0;0.239;-0.275;2.419;64.209;50.964;34.729
0;0.252;-0.18;2.453;88.135;26.917;26.001
0;0.221;-0.091;2.435;117.859;6.287;23.193
0;0.263;-0.023;2.242;143.372;-3.662;22.888
0;0.31;0.112;1.988;163.696;-12.695;17.456
0;0.218;0.158;1.915;183.777;-28.992;11.414
0;0.207;0.194;1.783;194.153;-41.992;11.719
0;0.233;0.24;1.657;197.388;-50.11;13.977
0;0.216;0.348;1.629;204.041;-57.251;15.564
0;0.185;0.309;1.661;215.088;-62.744;16.235
0;0.231;0.151;1.589;220.52;-60.913;12.573
0;0.308;0.099;1.402;217.407;-51.514;3.967
0;0.325;0.101;1.327;218.567;-51.453;-6.042
0;0.302;0.015;1.246;220.032;-60.791;-14.954
0;0.328;-0.013;1.118;220.032;-68.97;-21.667
0;0.262;0.121;1.061;229.065;-72.815;-26.917
0;0.184;0.156;0.92;246.338;-72.876;-30.09
0;0.147;0.056;0.761;256.836;-72.266;-27.466
0;0.109;-0.138;0.599;254.089;-66.223;-28.076
0;0.037;-0.275;0.414;242.92;-61.279;-33.447
0;-0.048;-0.391;0.386;239.929;-65.735;-33.997
0;-0.065;-0.511;0.314;238.403;-66.101;-29.724
0;-0.071;-0.586;0.129;234.436;-57.617;-29.175
0;-0.11;-0.582;0.025;238.77;-48.645;-29.602
0;-0.089;-0.457;-0.092;243.713;-32.166;-29.114
0;-0.009;-0.354;-0.336;238.342;-13.611;-32.166
0;-0.021;-0.36;-0.511;226.501;-14.709;-40.344
0;-0.127;-0.251;-0.582;217.773;-25.269;-45.532
0;-0.321;-0.143;-0.59;213.379;-29.602;-47.546
0;-0.452;-0.181;-0.768;205.444;-24.231;-49.927
0;-0.485;-0.232;-0.924;191.223;-17.639;-48.157
0;-0.529;-0.287;-1.02;173.096;-15.625;-40.283
0;-0.543;-0.342;-1.141;149.658;-18.372;-34.241
0;-0.519;-0.387;-1.235;133.179;-28.931;-30.762
0;-0.499;-0.408;-1.37;122.131;-43.762;-27.466
0;-0.455;-0.37;-1.658;106.567;-60.486;-27.954
0;-0.562;-0.287;-1.922;97.168;-80.322;-29.358
0;-0.773;-0.423;-2.087;88.501;-92.834;-35.339
0;-0.883;-0.514;-2.215;67.749;-79.529;-33.203
0;-0.915;-0.546;-2.114;34.119;-53.711;-22.278
0;-0.824;-0.631;-1.86;-3.174;-25.391;-8.24
0;-0.693;-0.679;-1.552;-33.264;2.625;5.798
0;-0.588;-0.722;-1.271;-55.603;25.208;15.015
0;-0.531;-0.772;-1;-73.181;36.682;19.043
0;-0.475;-0.815;-0.783;-83.557;41.138;23.987
0;-0.379;-0.847;-0.638;-90.332;41.382;29.175
0;-0.288;-0.89;-0.543;-94.788;35.95;31.799
0;-0.221;-0.937;-0.477;-98.694;26.611;30.518
0;-0.161;-0.97;-0.44;-100.342;18.005;25.391
0;-0.099;-0.974;-0.437;-101.074;13.672;17.212
0;-0.076;-0.895;-0.448;-101.44;11.78;7.69
0;-0.103;-0.767;-0.454;-103.027;12.329;-1.221
0;-0.157;-0.698;-0.453;-106.934;15.991;-6.531
0;-0.13;-0.695;-0.475;-115.723;20.752;-7.507
0;-0.065;-0.753;-0.491;-130.981;21.179;-8.911
0;-0.007;-0.765;-0.422;-147.766;15.503;-15.076
0;0.022;-0.751;-0.332;-159.851;10.925;-28.198
0;0.036;-0.586;-0.235;-165.222;14.526;-46.387
0;-0.073;-0.346;-0.094;-163.94;26.306;-63.965
0;-0.248;-0.162;-0.001;-158.936;43.701;-75.684
0;-0.382;-0.131;0.008;-152.771;61.462;-74.585
0;-0.419;0.033;0.041;-150.33;76.416;-61.646
0;-0.498;-0.066;0.129;-146.912;83.435;-43.274
0;-0.489;-0.139;0.168;-157.227;90.942;-22.095
0;-0.384;-0.235;0.226;-181.396;95.093;2.869
0;-0.273;-0.4;0.32;-210.266;89.111;21.606
0;-0.173;-0.491;0.42;-233.521;79.468;26.733
0;-0.126;-0.575;0.516;-243.103;70.374;15.991
0;-0.101;-0.599;0.575;-237.61;66.406;-3.967
0;-0.039;-0.584;0.546;-223.694;69.885;-26.978
0;0.025;-0.365;0.505;-202.332;77.393;-41.931
0;0.009;0.046;0.531;-169.617;86.426;-43.823
0;-0.181;0.522;0.751;-131.042;89.355;-30.579
0;-0.548;0.899;1.231;-110.046;77.576;0.61
0;-0.744;0.819;1.771;-127.502;76.782;41.87
0;-0.398;0.412;1.604;-200.684;88.074;74.89
0;0.04;0.222;1.499;-273.682;54.443;99.548
0;0.062;0.044;1.902;-289.795;-19.287;108.459
0;0.075;-0.168;2.191;-264.221;-59.265;94.055
0;0.184;-0.293;2.292;-206.848;-39.246;69.824
0;0.354;-0.415;2.132;-140.686;21.79;41.87
0;0.51;-0.483;1.762;-93.14;84.839;14.648
0;0.51;-0.439;1.479;-66.345;116.028;-3.906
0;0.387;-0.234;1.433;-53.162;120.422;-8.118
0;0.177;0.044;1.605;-56.763;115.112;2.502
0;0.076;0.058;1.745;-85.632;105.835;15.259
0;0.337;0.016;1.743;-122.681;78.064;26.855
0;0.092;-0.034;1.544;-136.719;33.325;24.841
0;-0.101;-0.34;2.072;-122.009;-58.411;-1.16
0;-0.488;-0.361;2.141;-86.182;-97.29;-3.967
0;-0.432;-0.217;1.899;-61.157;-93.933;2.38
0;-0.349;-0.192;1.421;-28.564;-78.186;1.648
0;-0.313;-0.189;1.173;-3.479;-72.998;5.981
0;-0.257;-0.116;0.985;9.399;-59.143;13.306
0;-0.151;-0.149;0.859;8.118;-34.18;10.62
0;-0.019;-0.24;0.827;-2.502;-7.874;4.517
0;0.047;-0.294;0.852;-16.724;13.916;2.563
0;0.05;-0.242;0.995;-31.006;30.029;2.563
0;0.058;-0.215;1.104;-42.969;52.429;-3.906
0;0.025;-0.219;1.159;-48.035;70.923;-11.841
0;-0.006;-0.203;1.138;-45.105;80.2;-16.663
0;-0.009;-0.169;1.084;-40.527;83.496;-21.851
0;-0.033;-0.137;1;-34.912;76.233;-25.33
0;-0.119;-0.047;0.919;-32.227;64.941;-24.475
0;-0.114;-0.092;0.763;-37.598;44.006;-22.4
0;-0.147;-0.017;0.718;-39.856;0.916;-10.62
0;-0.217;-0.13;0.916;-40.466;-37.781;-10.62
0;-0.301;-0.226;1.083;-36.804;-48.584;-12.512
0;-0.417;-0.548;1.509;-29.541;-37.17;-6.409
0;-0.048;-0.359;1.828;-8.545;-36.621;12.39
0;-0.05;-0.074;1.817;0.977;-38.269;16.174
0;-0.107;-0.121;1.346;-9.094;-12.634;1.099
0;-0.029;-0.114;0.879;-16.663;26.611;-11.353
0;0.016;-0.063;0.749;-4.761;28.015;-7.629
0;0.02;-0.05;0.691;3.174;11.169;-1.16
0;0.012;-0.153;0.729;1.709;-0.061;-2.136
0;0.023;-0.193;0.768;-4.639;-0.732;-4.15
0;0.042;-0.211;0.853;-8.118;-3.357;-4.272
0;0.253;-0.257;2.321;72.205;50.781;39.429
0;0.291;-0.2;2.398;86.548;39.246;31.128
0;0.289;-0.159;2.363;103.027;29.48;20.508
0;0.357;-0.074;2.17;123.901;19.47;10.437
0;0.339;-0.026;2.03;153.381;0.488;4.211
0;0.274;-0.04;1.92;177.063;-27.588;-4.089
0;0.202;0.087;1.768;194.275;-44.067;-12.756
0;0.126;0.068;1.639;214.6;-55.237;-17.395
0;0.108;0.015;1.454;226.807;-62.561;-19.226
0;0.109;-0.013;1.309;231.689;-66.833;-21.423
0;0.082;-0.056;1.282;231.934;-66.406;-23.865
0;0.073;-0.044;1.189;223.511;-60.913;-24.475
0;0.076;-0.115;1.158;212.219;-59.387;-23.315
0;0.099;-0.045;1.148;205.017;-61.34;-19.409
0;0.097;0.148;1.158;210.144;-59.631;-17.395
0;0.123;0.016;1.131;225.525;-53.04;-17.517
0;0.209;-0.19;0.99;226.501;-44.8;-20.02
0;0.267;-0.243;0.825;214.661;-43.152;-26.55
0;0.209;-0.107;0.817;213.562;-51.575;-35.461
0;0.098;-0.039;0.807;221.436;-53.101;-42.48
0;0.042;0.031;0.733;227.295;-43.823;-42.725
0;0.05;-0.062;0.704;231.079;-35.034;-36.56
0;0.137;-0.252;0.64;222.168;-28.992;-32.776
0;0.186;-0.293;0.555;206.177;-28.87;-40.955
0;0.068;-0.18;0.574;205.383;-38.696;-54.688
0;-0.02;-0.187;0.531;217.407;-50.659;-61.951
0;-0.063;-0.233;0.28;224.609;-51.758;-65.186
0;-0.11;-0.239;-0.021;229.187;-46.448;-67.81
0;-0.196;-0.257;-0.238;228.699;-47.546;-70.313
0;-0.283;-0.297;-0.428;220.337;-51.758;-69.092
0;-0.35;-0.325;-0.577;208.069;-55.725;-64.575
0;-0.402;-0.307;-0.72;196.167;-58.96;-60.242
0;-0.471;-0.306;-0.847;190.308;-59.326;-55.176
0;-0.53;-0.365;-1.009;186.279;-54.81;-47.852
0;-0.536;-0.446;-1.206;174.805;-47.913;-44.189
0;-0.549;-0.51;-1.36;157.654;-48.157;-43.762
0;-0.561;-0.524;-1.52;139.221;-58.228;-46.143
0;-0.596;-0.507;-1.653;121.46;-78.003;-49.866
0;-0.655;-0.469;-1.82;101.196;-106.445;-50.049
0;-0.711;-0.466;-1.933;73.364;-141.479;-45.593
0;-0.797;-0.414;-1.944;40.527;-174.805;-36.377
0;-0.85;-0.417;-1.992;16.846;-181.58;-22.278
0;-0.83;-0.492;-2.004;2.808;-151.794;-9.094
0;-0.775;-0.6;-1.896;-16.357;-99.304;-0.671
0;-0.697;-0.649;-1.65;-41.748;-43.091;7.385
0;-0.583;-0.66;-1.355;-64.209;3.662;15.93
0;-0.471;-0.716;-1.12;-77.698;37.415;21.362
0;-0.359;-0.755;-0.931;-84.351;59.448;22.278
0;-0.275;-0.76;-0.796;-90.393;69.031;19.348
0;-0.227;-0.763;-0.707;-96.924;62.317;15.625
0;-0.196;-0.76;-0.616;-102.722;44.922;11.658
0;-0.172;-0.744;-0.582;-106.873;30.518;5.554
0;-0.153;-0.734;-0.586;-109.802;23.376;-2.502
0;-0.153;-0.681;-0.604;-113.708;19.531;-11.414
0;-0.185;-0.672;-0.641;-120.911;15.747;-18.799
0;-0.194;-0.656;-0.657;-131.47;13.184;-22.339
0;-0.184;-0.65;-0.635;-143.25;16.663;-25.269
0;-0.184;-0.538;-0.574;-154.114;29.114;-30.701
0;-0.211;-0.46;-0.52;-161.499;45.41;-35.522
0;-0.219;-0.432;-0.473;-168.64;58.838;-36.56
0;-0.206;-0.426;-0.374;-176.392;67.566;-35.95
0;-0.179;-0.445;-0.282;-183.35;74.768;-38.391
0;-0.147;-0.408;-0.205;-186.157;81.97;-45.044
0;-0.174;-0.301;-0.128;-183.289;88.135;-53.406
0;-0.289;-0.112;-0.047;-178.162;90.393;-58.472
0;-0.422;0.049;0.035;-174.377;87.83;-53.467
0;-0.513;0.164;0.11;-172.424;85.205;-36.011
0;-0.512;0.161;0.19;-177.185;83.008;-10.742
0;-0.414;0.051;0.248;-199.28;86.182;12.756
0;-0.199;-0.02;0.382;-228.21;96.497;27.771
0;-0.036;-0.132;0.533;-251.77;110.046;26.978
0;-0.078;-0.167;0.586;-264.099;121.582;10.803
0;-0.147;0.046;0.756;-252.441;125.854;-1.282
0;-0.218;0.299;1.031;-231.506;121.948;1.282
0;-0.238;0.549;1.298;-217.773;120.3;14.343
0;-0.26;0.813;1.726;-194.946;117.126;36.682
0;-0.305;0.588;2.332;-172.852;112.122;61.707
0;-0.082;0.226;2.392;-174.988;133.545;79.285
0;0.271;0.068;2.06;-186.89;151.733;84.351
0;0.354;0.022;2.042;-184.814;109.375;76.111
0;0.278;-0.098;2.307;-165.833;39.001;65.552
0;0.255;-0.172;2.453;-149.17;-1.892;54.504
0;0.305;-0.263;2.367;-129.272;-3.052;38.208
0;0.367;-0.444;2.18;-99.243;9.46;20.569
0;0.403;-0.612;1.877;-75.256;29.053;3.601
0;0.3;-0.667;1.679;-64.941;42.969;-14.099
0;-0.282;-0.522;1.835;-64.087;44.312;-33.508
0;0.303;-0.321;1.099;-66.284;57.861;-46.082
0;-0.261;-0.452;2.072;-62.439;-14.893;-39.063
0;-0.307;-0.102;2.063;-56.885;-4.822;-15.442
0;0;0.188;2.138;-60.974;20.325;-22.888
0;-0.238;-0.142;1.728;-32.776;43.762;-56.519
0;-0.431;-0.27;1.429;-22.949;34.485;-57.678
0;-0.293;-0.143;1.243;-22.095;-2.502;-28.992
0;-0.183;-0.221;1.076;-14.099;-38.879;-19.043
0;-0.196;-0.267;0.932;-3.845;-63.904;-14.832
0;-0.18;-0.273;0.814;5.005;-72.327;-8.362
0;-0.111;-0.316;0.69;9.827;-55.908;-6.042
0;-0.069;-0.311;0.536;8.606;-30.029;-3.357
0;-0.036;-0.289;0.471;1.587;-6.287;-5.432
0;-0.036;-0.318;0.522;-9.46;10.681;-9.521
0;-0.037;-0.325;0.562;-21.24;25.024;-11.353
0;-0.011;-0.287;0.561;-30.884;34.668;-14.099
0;-0.019;-0.224;0.627;-34.851;31.006;-18.311
0;-0.092;-0.182;0.692;-36.926;19.653;-22.156
0;-0.171;-0.174;0.732;-40.1;6.409;-22.949
